ItemNumber,UPC,GTIN,Category,Brand,Name,Varietal,BlendDetails,Vintage,WineType,BarrelAged,Age,Proof,Style,Country,SubRegion,BottleSize,BottleUOM,Closure,BottleMaterial,BottleHeight,BottleWidth,BottleDepth,BottleWeight,BottlesPerCase,VolumeCaseLiters,CaseWidth,CaseDepth,CaseHeight,CaseWeight,CaseCube,Ti,Hi,CasesPerPallet,CasesProduced,Vinification,Kosher,Mevushal,KosherCertifyingAgency,GlutenFree,Vegan,TastingNote,FoodPairing,WinemakersDistillers,ProductionProcess,SoilType,Topography,AgingProcess,ABVProof,pH,Acidity,ResidualSugarGL,Brix,Awards,Reviews,Rating
40960,087752022597,10087752022594,Imports Under,French Selections,CHEVALIER LASCOMBES 750 ML,,,2017,Red,No,,,Dry,France,Margaux,750,ML,,Glass,0,0,0,0,12,9,12.6,19.6,6.9,41.55,0.99,7,8,56,,,Kosher For Passover,No,OU; Rabbi Seckbach,No,No,"Medium to full-bodied, velvety, with notes of black fruits, wet earth, mushrooms, pepper, cocoa, herbaceous, medium-plus acidity, round yet with gripping tannins and espresso on the long finish.",,,0,,,,13.00,,,,0,,,
41040,087752021927,10087752021924,Imports Under,French Selections,DOMAINE FONTLAURE 750 ML,,Cinsault/Grenache/Syrah,2019,Rose,No,,,Dry,France,Cotes de Provence,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,6.5,9.5,13.1,17.45,0.47,0,0,140,1000,"Crushing, pressing, flotation, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,No,Rav Rottenberg; CIOP Paris,No,No,,,,0,,,,13.00,,,,0,,,
42022,087752006283,10087752006280,Imports Under,French Selections,CHARDONNAY ROYALE FRENCH 187 ML,Chardonnay,,2017,White,No,,,Dry,France,,187,ML,,Glass,0,0,0,0,48,9,11.9,15.7,7.8,37.25,0.84,0,0,56,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,,,,0,,,,12.00,,,,0,,,
42060,087752003787,10087752003784,Imports Under,Herzog Selections France,VALFLORE S.D.R. ROYALE 750 ML,,,2012,,No,,,,,,750,ML,,,0,0,0,0,12,9,8.9,12.4,12.1,30.15,0.77,14,5,70,,,,Yes,,No,No,,,,,,,,10.00,,,,,,,
42540,087752016299,10087752016296,Imports Sparklng,French Selections,CHAMPAGNE BARONS ROTHSCHILD 750 ML,,Pinot Noir/Chardonnay,,Sparkling,No,,,Dry,France,Champagne,750,ML,,Glass,0,0,0,0,6,4.5,11.1,13,7.8,23.8,0.65,11,9,99,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"Bright gold in color. Light to medium in body, with a fresh and pure mouth feel as well as well-focused yet tight bubbles. Complex champagne.",,,0,,,,12.00,,,,0,,,
42570,084878195006,03258430041125,Imports Sparklng,French Selections,LAURENT PERRIER LA CUVEE BRUT 750 ML,,,,Sparkling,No,,,Dry,France,Champagne,750,ML,,Glass,0,0,0,0,6,4.5,10.25,12.75,7.25,24,0.55,0,0,84,,,Kosher For Passover,No,OU; Rabbinate of Marseille,No,No,"Aromas of fig, hazelnut and pear, tingly effervescence with long finish.",,,0,,,,12.00,,,,0,,,
42576,084878870002,10084878870009,Imports Sparklng,French Selections,LAURENT PERRIER ROSE 750 ML,,,,Sparkling,No,,,Dry,France,Champagne,750,ML,,Glass,0,0,0,0,6,4.5,11,12,7.75,24,0.59,0,0,84,,,Kosher For Passover,No,OU; Rabbinate of Marseille,No,No,"Bright rose color, luscious, with memorable raspberry, strawberry and walnut flavors.",,,0,,,,12.00,,,,0,,,
42578,084878870002,084878100925,Imports Sparklng,French Selections,Laurent Perrier Brut Champagne Rose 750ml,,,,Sparkling,No,,,Dry,France,Champagne,750,ML,,Glass,0,0,0,0,6,4.5,11.75,14,9.5,28,0.9,0,0,84,,,Kosher For Passover,No,OU; Rabbinate of Marseille,No,No,"Bright rose color, luscious, with memorable raspberry, strawberry and walnut flavors.",,,0,,,,12.00,,,,0,,,
33950,087752023136,10087752023133,Imports Under,Vitkin,PINOT NOIR VITKIN 750 ML,Pinot Noir,,2019,Red,No,,,Dry,Israel,Ella Valley,750,ML,,Glass,0,0,0,0,12,9,11.3,15.3,12.4,35.7,1.24,10,6,56,,,Kosher For Passover,No,OK; Chareidim - R’ Anschel,No,No,"Largely due to conserving a low yield (less than half a ton per Dunam) and sensible care in vinification, a rich and elegant wine was achieved, containing a fruity freshness, the typical sharp tastes of this variety, of fresh red fruit and flowers.",,,0,,,,13.00,,,,0,,,
33140,087752021576,10087752021573,Imports Under,Nadiv,NADIV MATAN 750 ML,,,2017,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,12.9,19.7,7.1,41.7,1.04,7,8,56,,,Kosher For Passover,No,OU; Chug Chasam Sofer Bnei Brak;  Rav Rubin,No,No,,,,0,,,,15.00,,,,0,,,
35505,087752023365,10087752023362,Imports Under,Gush Etzion,GUSH ETZION BLESSED VALLEY RED 750 ML,,55% Cabernet Sauvignon/30% Merlot/10% Petit Verdot and 5% Cabernet Franc,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,12.25,3,3,3.3,6,4.5,10.6,13,6.9,22.55,0.55,12,7,120,,,Kosher For Passover,No,OK; Badatz Beis Yosef,No,No,This wine matures in French Oak barrels for 20 months until attaining a flavor that is elegant and complex.,,,0,,,,15.00,,,,0,,,
33962,087752023402,10087752023409,Imports Under,Vitkin,GRENACHE BLANC VITKIN 750 ML,Grenache,,2019,White,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,11.1,14.8,12.8,35.7,1.22,11,5,55,,,Kosher For Passover,No,OK; Chareidim - R’ Anschel,No,No,"Medium-bodied, minerals-charged and restrained, actually quite austere I must say, with on the palate more lime and grass as well as pears, white peaches, almonds, lots of stoney minerals as well as hints of basil, mint and white pepper with bracing acidity and a long, saline and refreshing finish.",,,0,,,,13.00,,,,0,,,
35521,087752023341,10087752023348,Imports Under,Gush Etzion,GUSH ETZION SPRING RIVER DRY RED 750 ML,,Merlot/Cabernet Sauvignon/Cabernet Franc/and Petit Verdot,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,11.8,2.8,2.8,2.65,12,9,9.7,12.8,12.8,33.3,0.92,14,5,70,,,Kosher For Passover,No,OK; Badatz Beis Yosef,No,No,"A blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot grapes. The wine matures in oak barrels for 12 months. The wine is elegant and complex.",,,0,,,,14.60,,,,0,,,
35541,087752023334,1008775202331,Imports Under,Gush Etzion,GUSH ETZION LONE OAK TREE CABERNET SAUV RESERVE 750 ML,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,12.25,3,3,3.3,12,9,9.6,12.9,12.9,40.7,0.92,14,5,70,,,Kosher For Passover,No,OK; Badatz Beis Yosef,No,No,Our Cabernet Sauvignon captures the essence of the grapes grown at the lofty altitude of 900 meters in the unique cool climate of the Gush Etzion region. For 20 months the wine matures in French Oak barrels until attaining a flavor that is elegant and complex.,,,0,,,,14.60,,,,0,,,
35549,087752023358,10087752023355,Imports Under,Gush Etzion,GUSH ETZION LONE OAK TREE CABERNET FRANC 750 ML,Cabernet Franc,,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,12.25,3,3,3.3,12,9,9.4,12.7,12.5,34.15,0.86,14,5,70,,,Kosher For Passover,No,OK; Badatz Beis Yosef,No,No,Our Cabernet Franc captures the essence of the grapes grown at the lofty altitude of 900 meters in the unique cool climate of the Gush Etzion region. For 21 months the wine matures in French Oak barrels until attaining a flavor that is elegant and complex.,,,0,,,,14.60,,,,0,,,
23740,087752022801,10087752022808,Imports Under,Capcanes,PERAJ HAABIB CAPCANES PINOT NOIR 750 ML,Pinot Noir,,2019,Red,No,,,Dry,Spain,Catalunya,750,ML,Cork,Glass,12.2,3.15,3.15,0,6,4.5,10,12.4,7.4,21.82,0.53,0,0,110,300,"Temperature controlled fermentation (27-29ÂºC), maceration: 18 days, alcoholic and malo-lactic fermentation started in and finished in 1000L oak barrels,  not cold stabilized, light filtration.",Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel,No,No,"Medium red, lovely small red berry, leather, mushrooms, herbs and spices, round and charming, velvet mouth feeling","Rabbit, roasted chicken, roastedÂ lamb chops;Â  lamb loin with herbs; crispy duck, goat, and beef.",Anna Rovira,0,"Limestone , Sand, Clay, and Slate.",Mediterranean- Continental,"Aged for 12 months in new and one-year-old French oak barrels (228l); light and medium toasted. After blending, aged for 3 months in tank before bottling.",13.50,3.4,4.3,0.2,0,,,
35525,087752023532,10087752023539,Imports Under,Gush Etzion,GUSH ETZION SPRING RIVER GSM 750 ML,,65% Syrah/35% Mourvedre,2020,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,11.6,3.15,3.15,2.65,12,9,9.7,12.9,12.5,32.8,0.91,14,5,70,,,Kosher For Passover,No,OK; Badatz Beis Yosef,No,No,"A blend of Syrah, Mourvedre and Grenache grapes. The wine matures in oak barrels for 12 months. The wine is elegant and complex.",,,0,,,,14.00,,,,0,,,
14910,705105864471,,Wines Under,Covenant,CABERNET SAUV NAPA COVENANT 750 ML,Cabernet Sauvignon,Cabernet Sauvignon,2019,Red,No,,,Dry,USA,California,750,ML,Cork,Glass,0,0,0,0,6,4.5,6.3,10.3,12.8,22,0.48,28,4,112,400,"Native yeast fermentation, native malolcatic fermentation, unfiltered, unfined.",Kosher For Passover,No,OU; Rabbi Babad (Tartikover Rebbe),No,No,"Fine-tuned tannins create a silky smooth framework for the elegant layers of cassis, blackberry, black cherry, thyme, sage, and subtle spice that form the framework of this unique wine. Beautifully balanced, it hits all the right notes on the palate, finishing long, with great elegance.","Beef, steak, chicken, barbecue",Jeff Morgan and Jonathan Hajdu,0,,,18 months in 100% French oak (50% new),14.40,3.8,4.5,,0,,,
14060,087752013151,10087752013158,Wines Under,Jeunesse,BLACK MUSCAT JNS B H 750 ML,Black Muscat,,2020,Red,No,,,Semi Sweet,USA,California,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.1,12.2,12.2,32.55,0.78,15,4,68,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"A spicy, smoky wine with plum and pepper notes and vibrant food-friendly acidity.",,,0,,,,12.50,,,,0,,,
38603,087752023525,10087752023522,Imports Under,Stoudemire,TULIP STOUDEMIRE GRAND RESERVE 750 ML,,Cabernet Sauvignon/Petit Verdot,2018,Red,No,,,Dry,Israel,Kfar Tikva,750,ML,,Glass,0,0,0,0,12,9,9.3,12.5,13.3,35.1,0.89,14,5,70,,,Kosher For Passover,No,OK; Tarkitov; Beit Yosef,No,No,"This wine is characterized by a deep red color,  aromas of cherry and black fruit with a dash of vanilla, black pepper and toasted wood. The wine is aged for 24 months in French Oak barrels and has a full, round flavor with soft tannins and a long finish.",,,0,,,,14.00,,,,0,,,
39050,081452801209,10081452801206,Imports Under,Yatir,MT AMASA RED YATIR 750 ML,,Petit Verdot/Cabernet Sauvignon/Shiraz/Malbec,2018,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,0,0,0,0,6,4.5,9.4,12,6.7,18.8,0.44,14,7,98,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Dark bordeaux red in color. On the nose blackberries, red cherrries, hints of leather/roasted meat. Full-bodied, the palate displays a rich texture with loads of black forest berries, herbs/mocha with hints of vanilla/spices.",,Eran Goldeasser,0,Rendzina & Loess,High mountain with impact from the desert edge.  Cold winter with low annual rainfall. Moderate-hot summer days/cool nights. ,,14.50,,,,0,,,
19010,086724975015,10086724975012,Wines Under,Sensei,SENSEI SAKE 750 ML,Sake,,,,No,,,,USA,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10,14.5,12.3,32.85,1.03,0,0,70,,,Kosher For Passover,No,,No,No,,,,0,,,,16.00,,,,0,,,
26030,087752014875,10087752014872,Imports Under,Bartenura Wines,BRACHETTO BARTENURA 750 ML,Brachetto,,2020,Red,No,,,Sweet,Italy,Piedmonte,750,ML,Natural Cork,Glass,0,0,0,0,12,9,8.9,12.4,13,37.6,0.83,16,5,70,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Weissmandl,No,No,Blueberry and raspberry aromas and flavors with a subtle sweetness on the palate.,,,0,,,,6.00,,,,0,,,
14573,087752014769,10087752014766,Wines Under,Herzog,PETITE SIRAH PRINCE VINEYARD HERZOG 750 ML,,,2012,,No,,,,,,750,ML,Natural Cork,,0,0,0,0,12,9,9.3,12.9,13.3,39.6,0.92,15,4,60,,,,No,,No,No,,,,,,,,14.50,,,,,,,
38980,087752013625,10087752013622,Imports Under,Morad,POMEGRANATE MORAD WINE,Pomegranate,,,Fruit,No,,,Sweet,Israel,,750,ML,,Glass,13.39,2.83,2.83,0,12,9,9.05,12.2,14.17,39.68,0.89,16,4,64,,,Kosher For Passover,No,OK; Chug Chasam Sofer,No,No,Intense Pomegranate notes with a lush sweet mouth and a sour tart finish.,,,0,,,,14.00,,,,0,,,
42010,087752003329,10087752003326,Imports Under,French Selections,CABERNET SAUV ROYALE FRENCH 750 ML,Cabernet Sauvignon,,2019,Red,No,,,Dry,France,,750,ML,,Glass,0,0,0,0,12,9,8.9,12.4,12.1,30.2,0.77,14,5,70,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,,,,0,,,,13.00,,,,0,,,
42030,087752003510,10087752003517,Imports Under,French Selections,MERLOT ROYALE FRENCH 750 ML,Merlot,,2017,Red,No,,,Dry,France,,750,ML,,Glass,0,0,0,0,12,9,9.4,11.1,11.4,31.3,0.69,14,5,70,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"Garnet in color with notes of ripe cherries, bell pepper and raspberries on this smooth, medium-bodied wine.",,,0,,,,13.50,,,,0,,,
41750,087752019542,10087752019549,Imports Under,Koenig,PINOT GRIS KOENIG 750 ML,Pinot Gris,Pinot Gris,2019,White,No,,,Semi Dry,France,Alsace,750,ML,Diams,Glass,12.6,2.75,2.75,2.9,12,9,9.84,12.6,13.77,35.27,0.92,14,4,56,1000,"Crushing, pressing, flotation, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,Yes,OU; Rabbinate of Strasbourg,No,No,"Pale yellow in color, the nose features notes of lemon meringue pie, orange blossom and white pepper. Medium bodied and semi-sweet with bright acidity.","ApÃ©ritif, foie-gras, white meat, chicken, spicy food, curry lamb, thai, indian, chinese, and fish in sauce.",Lamberger and Gisselbrecht,0,Granitic,"Continental climate, cold winter, warm summer, sunny and dry autumn with cool nights.",Bottle aged,13.00,3.28,3.47,16,0,,,
37568,087752016862,10087752016869,Imports Under,Or Haganuz,FRENCH BLEND OROT MEVUSHAL 750 ML,,Cabernet Sauvignon/Merlot/Cabernet Sauvignon/Petit Verdot,2017,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,12.4,13.3,8.7,26.3,0.83,0,0,81,750,"Selective hand picking harvest, crushing, controlled temperature fermentation, remontage, pressing, flotation, ageing in french oak barrel. No added sulfites. ",Kosher For Passover,No,OU; Badatz Jerusalem,No,No,"Bordeaux-Red color with purple fringe, a rich aroma of dried fruits, black berries, spices and toasted oak wood, a full, velvety, balanced taste and a prolonged finish reminding of volcanic soil.","A wine suitable for all types of foods, especially rich, savory meat dishes.",Aharon Ziv,0,"Mostly basalt, with slight terra rossa.","The winter preceding the 2014 vintage started with a snowstorm that satisfied most of the vines' cold demands. The rest of the winter was low in sediment. In early May, a rain system compensated for the lack of precipitation and allowed the vines to rise in moist soil. The weather throughout the season was mild and even cooler than average and without extreme events.",French oak barrels 20 months,14.00,3.8,5.4,1.7,0,,,
37560,087752016534,10087752016531,Imports Under,Or Haganuz,NAMURA CABERNET SAUVIGNON SR 750 ML,Cabernet Sauvignon,,2016,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,12.99,2.76,2.76,2.87,6,4.5,4.13,13.58,3.94,19.84,0.87,9,9,81,1500,"Selective hand picking harvest, berrys sorting, crushing, controlled temperature fermentation, remontage, pressing, flotation, ageing in french oak barrel.",Kosher For Passover,No,OU; Badatz Jerusalem,No,No,"Intense Bordeaux color, a rich aroma of black fruits, fresh herbs and fine toasted oak wood, a heavy, soft, harmonious texture, filled with flavors, a compelling presence and a consistent, prolonged finish.","A special and prestigious wine, suitable and recommended with especially hearty dishes.",Aharon Ziv,0,"Mostly basalt, with slight terra rossa.","Following a rainy winter, the 2013 harvest season was characterized by relatively mild weather, enabling optimal vine growth and outstanding grape quality.",French oak barrels 24 months,14.50,3.7,5.03,2.1,0,,,
37575,087752016404,10087752016401,Imports Under,Or Haganuz,HAR SINAI 750 ML,,Cabernet Sauvignon/Merlot,2019,Red,No,,,Sweet,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,10.8,12.4,7.4,19.5,0.57,9,9,108,1500,"Selective hand picking harvest crushing ,thermovinification, controlled temperature fermentation, alcohol fortification, pressing, ageing in oak barrel.",Kosher For Passover,No,OU; Badatz Jerusalem,No,No,"Aroma of raisins, cherries, plums, coffee grains, toasted oak wood and chocolate, a full, soft and complex taste and an impressive, long, pleasant finish.",,Aharon Ziv,0,Mostly terra rossa with basalt.,"The winter preceding the 2014 vintage started with a snowstorm that satisfied most of the vines' cold demands. The rest of the winter was low in sediment. In early May, a rain system compensated for the lack of precipitation and allowed the vines to rise in moist soil. The weather throughout the season was mild and even cooler than average and without extreme events.","French Oak barrels 12 months, Outdoors",15.00,3.9,3.58,121,0,,,
38080,087752019306,10087752019303,Imports Under,Tabor,MT TABOR GEWURZTRAMINER 750 ML,Gewürztraminer,,2019,White,No,,,Off Dry,Israel,Galilee,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.1,12.4,13,32.25,0.85,15,5,75,1000,Crushed and pressed. Cold fermented in stainless steel. Arrested fermentaion at desired aroma and sugar.,Kosher For Passover,No,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,"Bright gold in color, with on the nose dried rose petals, white peach, apricot, lychee and meyer lemon. Light to medium-bodied, off dry and crisp, with on the palate sweet apricot and peach, tangerine, medium-plus acidity that balances out very well some light lychee and papaya notes on the moderately long finish.","Soft cheese, carbs, light fish.",Arie Nesher and Or Nidbach,0,Les,"750 m, wadi",Stainless Steel,13.00,3.3,5.2,18.100000000000001,0,,,
38090,087752018361,10087752018368,Imports Sparklng,Tabor,562 BRUT TABOR 750 ML,,,,,No,,,,,,750,ML,,,0,0,0,0,12,9,1,1,1,1,0,0,0,55,,,,Yes,,No,No,,,,,,,,11.00,,,,,,,
38030,087752016008,10087752016005,Imports Under,Tabor,MT TABOR MERLOT 750 ML,Merlot,,2018,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.2,14.1,12.7,40,0.95,0,0,85,3500,14 days skin fermented. ML fermented. Blended and bottled.,Kosher For Passover,Yes,OK; Badatz Beis Yosef; Rav Westheim; Kahal Chareidim,No,No,"Deep garnet with notes of red berries, pomegranate and cranberries with hints of oak on the moderately long finish.","Red meat, white meat, roasted veggies.",Arie Nesher and Or Nidbach,0,Terra Rossa,"400 m, terrace",Oak Staves,14.10,3.72,4.8,2.9,0,,,
38645,087752015780,0100877520157879,Imports Under,Tulip,TULIP WHITE 750 ML,,Gewurztraminer/Sauvignon Blanc,2020,White,No,,,Dry,Israel,,750,ML,Synthetic Cork,Glass,0,0,0,0,12,9,9.5,12.4,13.1,33.15,0.89,14,5,75,2500,"Crushing, pressing, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,No,OK; Rabbi Babad; Beit Yosef,No,No,,"Grilled fish, cheese,/spicy food.",David Bar-ilan,0,Terra Rosa,"Mediteranian climate, cool winter, hot summer, dry warm autumn",bottle aged,13.70,3.3,6.1,1.8,0,,,
38695,087752015797,10087752015794,Imports Under,Tulip,TULIP ROSE 750 ML,,Cabernet Franc/Sauvignon Blanc,2020,White,No,,,Dry,Israel,Galilee,750,ML,Synthetic Cork,Glass,12.5,2.75,2.75,0,12,9,9.7,12.5,13.3,33.2,0.93,14,5,75,2000,"Crushing, pressing, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,No,OK; Rabbi Babad; Beit Yosef,No,No,"This wine has a light straw color/fruity aromas of lychee, grapefruit/guava alongside fresh grass/pleasant acidity.","Sushi/aisian food,/spicy food.",David Bar-ilan,0,Terra Rosa,"Mediteranian climate, cool winter, hot summer, dry warm autumn",bottle aged,12.50,3.3,5.9,5.0999999999999996,0,,,
38630,087752014912,10087752014919,Imports Under,Tulip,TULIP MERLOT 750 ML,Merlot,Merlot,2020,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.3,12.6,12.8,35.1,0.87,0,0,75,2500,"Crushing, fermentation under controlled temperature, ageing in Barrels for 6 months.",Kosher For Passover,No,OK; Rabbi Babad; Beit Yosef,No,No,"The Merlot reveals a dark ruby color/aromas of plum, prominent toasted oak/spice. Aged for 8 months in French oak, it is ripe/full in the mouth with a soft texture, ripe tannins/a long finish.",Pasta/mediteranian dishes.,David Bar-ilan,0,Terra Rosa,"Mediteranian climate, cool winter, hot summer, dry warm autumn",barrel aged,14.50,3.7,4.8,2.1,0,,,
20762,087752008706,10087752008703,Imports Under,Altoona Hills,CABERNET/SHIRAZ ALTOONA HILLS 750 ML,,Cabernet Sauvignon 60%/Shiraz 40%,2017,Red,No,,,Dry,Australia,,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.3,12,12.2,34.1,0.79,14,5,70,1300,"Once received in the winery the fruit was crushed, destemmed and received a two day cold soak to gently extract the dark and brooding characters of the berries. Fermentation was kept between 20 - 25 degrees Celsius to retain the aromatic intensity. The ferments were pumped over four times daily and had two rack and returns during the ten days on skins. This helped maximise colour, flavour and tannin extraction from the skins. 40% of the blend was aged on new American and French oak staves for 6 months to add oak characters and improve structure.",Kosher For Passover,Yes,OU; Rabbi Gutnick,No,No,,"Meat, pasta and cheese dishes .",David King ,0,Sandy loam.,Warm continental.,None,13.50,3.45,6.22,0.18,0,,,
